UTC;model1.direcao_vento_100m;model1.direcao_vento_10m;model1.velocidade_vento_100m;model1.velocidade_vento_10m;target.velocidade_vento;model2.direcao_vento_10m;model2.direcao_vento_100m;model2.velocidade_vento_10m;model2.velocidade_vento_100m
2018-03-18 06:00:00;96.45;96.69;17.68;14.8;16.04;91.14;92.02;13.31;15.69
2018-03-18 06:30:00;96.04;96.25;17.26;14.47;15.94;90.83;91.74;13.22;15.58
2018-03-18 07:00:00;95.6;95.78;16.85;14.15;15.98;90.53;91.47;13.14;15.47
2018-03-18 07:30:00;95.15;95.29;16.44;13.83;15.25;90.21;91.18;13.06;15.36
2018-03-18 08:00:00;94.68;94.78;16.03;13.51;14.74;89.9;90.9;12.98;15.25
2018-03-18 08:30:00;94.18;94.24;15.62;13.19;14.39;89.58;90.61;12.9;15.14
2018-03-18 09:00:00;93.65;93.67;15.21;12.87;14.61;89.25;90.31;12.82;15.03
2018-03-18 09:30:00;91.73;91.72;15.12;12.79;14.86;88.24;89.41;12.75;14.98
2018-03-18 10:00:00;89.78;89.74;15.05;12.73;14.48;87.23;88.5;12.69;14.93
2018-03-18 10:30:00;87.82;87.75;14.99;12.68;14.23;86.2;87.59;12.63;14.88
2018-03-18 11:00:00;85.85;85.74;14.95;12.65;14.25;85.16;86.67;12.58;14.84
2018-03-18 11:30:00;83.86;83.72;14.93;12.64;13.94;84.11;85.74;12.53;14.8
2018-03-18 12:00:00;81.88;81.71;14.93;12.64;13.58;83.06;84.81;12.48;14.76
2018-03-18 12:30:00;81.23;81.07;14.95;12.62;14.59;82.29;84.06;12.3;14.67
2018-03-18 13:00:00;80.59;80.43;14.98;12.6;15.26;81.51;83.29;12.12;14.57
2018-03-18 13:30:00;79.94;79.79;15.01;12.59;15.38;80.7;82.51;11.95;14.49
2018-03-18 14:00:00;79.3;79.14;15.04;12.58;15.79;79.86;81.73;11.78;14.4
2018-03-18 14:30:00;78.67;78.5;15.08;12.57;15.52;79.0;80.93;11.61;14.32
2018-03-18 15:00:00;78.03;77.85;15.12;12.56;15.36;78.12;80.13;11.44;14.23
2018-03-18 15:30:00;78.69;78.5;14.74;12.27;15.24;78.41;80.27;11.33;14.02
2018-03-18 16:00:00;79.39;79.17;14.37;11.98;14.98;78.7;80.43;11.22;13.8
2018-03-18 16:30:00;80.12;79.87;13.99;11.7;14.73;79.0;80.58;11.11;13.59
2018-03-18 17:00:00;80.89;80.61;13.62;11.41;14.36;79.3;80.75;11.0;13.37
2018-03-18 17:30:00;81.71;81.39;13.26;11.13;13.65;79.61;80.91;10.89;13.15
2018-03-18 18:00:00;82.57;82.21;12.89;10.85;13.29;79.93;81.09;10.78;12.94
2018-03-18 18:30:00;83.33;82.91;12.53;10.58;13.05;81.77;82.99;10.5;12.55
2018-03-18 19:00:00;84.14;83.65;12.17;10.3;12.49;83.71;85.01;10.24;12.18
2018-03-18 19:30:00;85.0;84.43;11.8;10.03;11.85;85.75;87.15;9.98;11.83
2018-03-18 20:00:00;85.91;85.25;11.45;9.77;11.27;87.89;89.43;9.75;11.49
2018-03-18 20:30:00;86.88;86.12;11.09;9.5;10.73;90.14;91.84;9.52;11.17
2018-03-18 21:00:00;87.91;87.04;10.74;9.24;10.06;92.49;94.38;9.31;10.87
2018-03-18 21:30:00;89.33;88.43;10.21;8.8;9.25;93.96;96.03;8.9;10.36
2018-03-18 22:00:00;90.9;89.97;9.69;8.38;8.59;95.57;97.84;8.5;9.85
2018-03-18 22:30:00;92.65;91.68;9.17;7.96;7.9;97.34;99.85;8.1;9.36
2018-03-18 23:00:00;94.61;93.57;8.67;7.54;7.14;99.29;102.09;7.72;8.87
2018-03-18 23:30:00;96.81;95.68;8.17;7.14;6.88;101.44;104.57;7.34;8.41
2018-03-19 00:00:00;99.28;98.04;7.69;6.75;6.74;103.82;107.34;6.97;7.96
2018-03-19 00:30:00;100.72;99.77;7.28;6.43;6.17;104.18;108.04;6.61;7.45
2018-03-19 01:00:00;102.33;101.67;6.87;6.13;5.88;104.58;108.85;6.25;6.94
2018-03-19 01:30:00;104.14;103.77;6.48;5.83;5.55;105.03;109.79;5.88;6.44
2018-03-19 02:00:00;106.18;106.1;6.08;5.53;5.5;105.54;110.88;5.52;5.94
2018-03-19 02:30:00;108.5;108.68;5.7;5.25;4.84;106.12;112.17;5.16;5.44
2018-03-19 03:00:00;111.15;111.55;5.33;4.98;4.35;106.79;113.73;4.79;4.94
2018-03-19 03:30:00;110.14;110.33;4.94;4.62;3.95;106.12;113.18;4.47;4.5
2018-03-19 04:00:00;108.95;108.9;4.56;4.26;3.86;105.35;112.51;4.14;4.07
2018-03-19 04:30:00;107.54;107.2;4.18;3.9;2.91;104.44;111.68;3.81;3.64
2018-03-19 05:00:00;105.86;105.16;3.8;3.55;2.13;103.37;110.63;3.49;3.21
2018-03-19 05:30:00;103.8;102.68;3.43;3.2;1.84;102.08;109.25;3.17;2.77
2018-03-19 06:00:00;101.25;99.6;3.06;2.86;1.61;100.49;107.37;2.85;2.35
2018-03-19 06:30:00;103.64;102.55;2.6;2.43;1.38;98.04;105.07;2.53;1.96
2018-03-19 07:00:00;107.06;106.74;2.14;2.02;1.05;94.91;101.66;2.22;1.58
2018-03-19 07:30:00;112.28;113.05;1.7;1.62;0.88;90.77;96.14;1.92;1.21
2018-03-19 08:00:00;121.05;123.28;1.28;1.25;0.97;85.15;86.0;1.64;0.87
2018-03-19 08:30:00;137.43;140.85;0.92;0.95;0.72;77.25;64.24;1.37;0.58
2018-03-19 09:00:00;168.15;168.78;0.71;0.8;0.69;65.93;21.66;1.14;0.47
2018-03-19 09:30:00;200.82;193.73;0.62;0.71;0.49;51.74;343.36;1.0;0.51
2018-03-19 10:00:00;231.66;219.63;0.74;0.78;0.84;34.34;318.88;0.94;0.71
2018-03-19 10:30:00;249.91;238.52;1.01;0.96;1.56;16.3;306.43;0.97;0.98
2018-03-19 11:00:00;259.99;250.43;1.33;1.22;2.2;0.73;299.54;1.08;1.27
2018-03-19 11:30:00;266.02;258.02;1.68;1.51;2.91;348.85;295.27;1.26;1.58
2018-03-19 12:00:00;269.95;263.11;2.04;1.81;3.19;340.17;292.4;1.48;1.89
2018-03-19 12:30:00;273.01;268.55;2.57;2.28;3.47;328.77;285.36;1.48;2.2
2018-03-19 13:00:00;275.03;272.11;3.1;2.77;3.58;317.9;280.11;1.55;2.53
2018-03-19 13:30:00;276.46;274.6;3.63;3.26;3.73;308.2;276.1;1.66;2.88
2018-03-19 14:00:00;277.52;276.44;4.17;3.75;3.9;299.94;272.96;1.82;3.24
2018-03-19 14:30:00;278.34;277.85;4.7;4.25;4.27;293.1;270.46;2.0;3.61
2018-03-19 15:00:00;278.99;278.96;5.24;4.75;4.81;287.49;268.43;2.21;3.98
2018-03-19 15:30:00;273.48;272.94;5.62;4.85;4.98;273.45;261.12;2.27;4.26
2018-03-19 16:00:00;268.7;267.2;6.04;4.99;4.73;260.81;254.79;2.46;4.6
2018-03-19 16:30:00;264.56;261.83;6.49;5.18;4.38;250.36;249.39;2.74;4.98
2018-03-19 17:00:00;260.98;256.89;6.98;5.41;4.55;242.1;244.79;3.1;5.41
2018-03-19 17:30:00;257.88;252.38;7.49;5.68;5.06;235.64;240.89;3.51;5.86
2018-03-19 18:00:00;255.18;248.3;8.01;5.98;6.08;230.58;237.56;3.95;6.34
2018-03-19 18:30:00;255.34;248.56;8.38;6.26;7.06;236.78;242.25;4.35;6.67
2018-03-19 19:00:00;255.49;248.81;8.74;6.53;7.41;241.88;246.47;4.79;7.04
2018-03-19 19:30:00;255.63;249.03;9.1;6.81;7.21;246.1;250.25;5.26;7.44
2018-03-19 20:00:00;255.75;249.24;9.46;7.09;7.43;249.61;253.62;5.75;7.87
2018-03-19 20:30:00;255.87;249.43;9.82;7.36;7.82;252.55;256.64;6.27;8.33
2018-03-19 21:00:00;255.97;249.61;10.18;7.64;7.59;255.04;259.34;6.8;8.81
2018-03-19 21:30:00;259.98;253.69;10.12;7.58;7.81;258.62;264.57;6.55;8.47
2018-03-19 22:00:00;264.01;257.81;10.11;7.56;7.93;262.46;270.19;6.32;8.21
2018-03-19 22:30:00;268.03;261.94;10.15;7.57;7.85;266.56;276.11;6.13;8.03
2018-03-19 23:00:00;272.01;266.03;10.24;7.63;7.66;270.9;282.23;5.97;7.94
2018-03-19 23:30:00;275.89;270.04;10.37;7.72;7.43;275.46;288.42;5.84;7.95
2018-03-20 00:00:00;279.67;273.94;10.55;7.85;7.76;280.18;294.53;5.76;8.04
2018-03-20 00:30:00;292.21;286.16;9.19;6.84;8.02;296.27;310.37;5.23;7.45
2018-03-20 01:00:00;308.06;301.65;8.4;6.22;7.8;314.2;327.42;5.19;7.49
2018-03-20 01:30:00;325.58;318.96;8.34;6.14;7.67;330.83;342.96;5.63;8.15
2018-03-20 02:00:00;341.82;335.26;9.03;6.6;6.87;344.12;355.41;6.46;9.31
2018-03-20 02:30:00;354.88;348.52;10.33;7.51;8.56;353.98;4.77;7.55;10.8
2018-03-20 03:00:00;4.65;358.52;12.03;8.72;9.31;1.19;11.73;8.81;12.51
2018-03-20 03:30:00;5.99;0.45;12.15;8.81;12.01;3.58;12.31;8.99;12.56
2018-03-20 04:00:00;7.3;2.33;12.28;8.92;11.87;5.88;12.88;9.18;12.6
2018-03-20 04:30:00;8.58;4.16;12.42;9.03;12.75;8.08;13.46;9.39;12.65
2018-03-20 05:00:00;9.84;5.96;12.56;9.15;12.12;10.18;14.02;9.6;12.7
2018-03-20 05:30:00;11.07;7.7;12.71;9.28;11.12;12.19;14.59;9.84;12.75
2018-03-20 06:00:00;12.26;9.39;12.87;9.42;10.31;14.1;15.15;10.08;12.81
2018-03-20 06:30:00;12.64;9.98;12.42;9.21;10.22;14.42;15.46;9.89;12.57
2018-03-20 07:00:00;13.05;10.6;11.97;9.01;10.36;14.75;15.78;9.71;12.33
2018-03-20 07:30:00;13.5;11.24;11.52;8.8;9.73;15.1;16.11;9.52;12.09
2018-03-20 08:00:00;13.97;11.92;11.08;8.6;9.32;15.46;16.46;9.34;11.85
2018-03-20 08:30:00;14.49;12.63;10.63;8.4;9.44;15.83;16.83;9.15;11.61
2018-03-20 09:00:00;15.05;13.37;10.18;8.2;8.41;16.22;17.2;8.97;11.37
2018-03-20 09:30:00;13.23;11.48;9.86;7.89;7.79;15.87;17.27;8.66;10.98
2018-03-20 10:00:00;11.29;9.43;9.54;7.6;7.67;15.51;17.34;8.35;10.58
2018-03-20 10:30:00;9.22;7.23;9.24;7.31;8.83;15.11;17.42;8.04;10.19
2018-03-20 11:00:00;7.01;4.85;8.95;7.04;8.45;14.68;17.51;7.72;9.79
2018-03-20 11:30:00;4.66;2.28;8.67;6.77;7.78;14.22;17.6;7.41;9.4
2018-03-20 12:00:00;2.15;359.51;8.41;6.53;8.25;13.71;17.7;7.1;9.0
2018-03-20 12:30:00;359.14;356.46;8.57;6.64;7.69;12.2;15.8;6.92;8.77
2018-03-20 13:00:00;356.25;353.53;8.76;6.76;7.88;10.6;13.79;6.75;8.55
2018-03-20 13:30:00;353.48;350.71;8.97;6.91;8.14;8.92;11.68;6.57;8.34
2018-03-20 14:00:00;350.85;348.01;9.2;7.07;8.1;7.16;9.47;6.41;8.14
2018-03-20 14:30:00;348.36;345.44;9.45;7.24;7.89;5.3;7.15;6.25;7.95
2018-03-20 15:00:00;345.99;342.99;9.71;7.43;7.73;3.35;4.72;6.1;7.78
2018-03-20 15:30:00;346.4;343.05;9.57;7.26;7.95;1.33;2.82;5.98;7.85
2018-03-20 16:00:00;346.82;343.1;9.43;7.09;8.11;359.23;0.96;5.88;7.94
2018-03-20 16:30:00;347.25;343.16;9.29;6.91;7.47;357.07;359.14;5.78;8.03
2018-03-20 17:00:00;347.69;343.22;9.16;6.74;7.09;354.82;357.35;5.69;8.12
2018-03-20 17:30:00;348.15;343.29;9.02;6.56;6.67;352.52;355.62;5.61;8.23
2018-03-20 18:00:00;348.63;343.36;8.88;6.39;6.43;350.14;353.92;5.54;8.34
2018-03-20 18:30:00;352.64;347.37;8.36;5.98;5.96;350.94;354.48;5.23;7.88
2018-03-20 19:00:00;357.16;351.95;7.89;5.61;5.5;351.85;355.11;4.92;7.43
2018-03-20 19:30:00;2.22;357.14;7.47;5.27;5.22;352.87;355.82;4.62;6.97
2018-03-20 20:00:00;7.84;2.98;7.12;4.99;5.27;354.03;356.63;4.31;6.52
2018-03-20 20:30:00;13.97;9.45;6.84;4.76;5.13;355.37;357.55;4.01;6.06
2018-03-20 21:00:00;20.54;16.48;6.64;4.6;4.87;356.93;358.63;3.72;5.61
2018-03-20 21:30:00;16.13;8.95;5.71;4.0;4.8;352.98;356.37;3.41;5.19
2018-03-20 22:00:00;10.06;359.02;4.83;3.49;4.49;348.26;353.7;3.11;4.77
2018-03-20 22:30:00;1.43;346.25;4.02;3.12;3.68;342.62;350.53;2.85;4.36
2018-03-20 23:00:00;348.92;331.02;3.35;2.94;3.46;335.9;346.72;2.62;3.97
2018-03-20 23:30:00;331.49;315.07;2.9;2.98;3.85;328.01;342.12;2.43;3.61
2018-03-21 00:00:00;310.49;300.63;2.8;3.24;3.8;318.99;336.51;2.29;3.27
2018-03-21 00:30:00;302.41;295.93;3.02;3.29;3.6;306.47;324.43;2.3;3.08
2018-03-21 01:00:00;295.52;291.4;3.28;3.36;3.8;294.6;311.47;2.42;3.05
2018-03-21 01:30:00;289.74;287.09;3.59;3.45;3.66;284.21;298.88;2.62;3.17
2018-03-21 02:00:00;284.9;283.01;3.92;3.56;3.57;275.57;287.71;2.9;3.43
2018-03-21 02:30:00;280.86;279.2;4.29;3.69;3.84;268.59;278.4;3.24;3.8
2018-03-21 03:00:00;277.45;275.65;4.66;3.83;3.87;262.97;270.9;3.61;4.25
2018-03-21 03:30:00;274.26;272.07;4.96;3.99;3.89;260.86;267.64;3.88;4.66
2018-03-21 04:00:00;271.44;268.78;5.27;4.17;3.83;259.03;264.92;4.16;5.09
2018-03-21 04:30:00;268.94;265.77;5.6;4.37;4.21;257.43;262.61;4.45;5.52
2018-03-21 05:00:00;266.72;263.03;5.93;4.57;4.91;256.03;260.65;4.74;5.96
2018-03-21 05:30:00;264.73;260.53;6.27;4.78;5.09;254.79;258.96;5.02;6.41
2018-03-21 06:00:00;262.95;258.24;6.61;5.01;5.43;253.68;257.49;5.32;6.86
2018-03-21 06:30:00;263.38;258.52;6.8;5.16;5.75;253.72;257.53;5.38;6.97
2018-03-21 07:00:00;263.78;258.79;6.98;5.31;5.95;253.77;257.57;5.44;7.08
2018-03-21 07:30:00;264.17;259.04;7.16;5.47;5.89;253.81;257.61;5.51;7.19
2018-03-21 08:00:00;264.53;259.28;7.35;5.62;6.03;253.85;257.65;5.57;7.3
2018-03-21 08:30:00;264.87;259.51;7.53;5.77;5.93;253.89;257.68;5.64;7.4
2018-03-21 09:00:00;265.2;259.72;7.71;5.93;6.58;253.93;257.72;5.7;7.51
2018-03-21 09:30:00;265.9;260.7;8.06;6.11;6.8;254.39;257.96;5.76;7.74
2018-03-21 10:00:00;266.53;261.63;8.4;6.3;6.87;254.84;258.19;5.82;7.97
2018-03-21 10:30:00;267.12;262.5;8.75;6.49;6.45;255.28;258.41;5.88;8.2
2018-03-21 11:00:00;267.66;263.32;9.1;6.68;7.85;255.72;258.62;5.94;8.42
2018-03-21 11:30:00;268.16;264.1;9.45;6.87;9.72;256.14;258.81;6.01;8.65
2018-03-21 12:00:00;268.62;264.83;9.8;7.06;10.38;256.55;259.0;6.07;8.88
2018-03-21 12:30:00;267.32;263.62;9.9;7.14;10.66;258.1;261.15;6.15;8.98
2018-03-21 13:00:00;266.05;262.44;10.01;7.23;10.97;259.6;263.26;6.23;9.09
2018-03-21 13:30:00;264.81;261.29;10.13;7.32;11.1;261.06;265.32;6.32;9.21
2018-03-21 14:00:00;263.59;260.17;10.25;7.41;11.2;262.49;267.32;6.41;9.34
2018-03-21 14:30:00;262.41;259.07;10.37;7.51;10.72;263.87;269.26;6.5;9.48
2018-03-21 15:00:00;261.25;258.0;10.5;7.6;11.35;265.21;271.14;6.6;9.64
2018-03-21 15:30:00;263.1;259.72;10.6;7.67;11.61;265.57;271.9;6.65;9.82
2018-03-21 16:00:00;264.9;261.42;10.71;7.74;11.35;265.93;272.63;6.7;10.01
2018-03-21 16:30:00;266.67;263.08;10.84;7.82;11.22;266.28;273.34;6.75;10.2
2018-03-21 17:00:00;268.4;264.7;10.97;7.91;10.45;266.63;274.02;6.79;10.38
2018-03-21 17:30:00;270.09;266.29;11.11;8.0;10.57;266.98;274.68;6.84;10.58
2018-03-21 18:00:00;271.73;267.84;11.26;8.1;10.95;267.31;275.31;6.89;10.77
2018-03-21 18:30:00;268.98;265.12;11.06;7.99;10.48;263.65;271.52;7.01;10.81
2018-03-21 19:00:00;266.14;262.33;10.88;7.91;10.44;260.11;267.79;7.16;10.9
2018-03-21 19:30:00;263.21;259.49;10.73;7.84;10.58;256.74;264.12;7.33;11.03
2018-03-21 20:00:00;260.21;256.61;10.61;7.79;9.26;253.53;260.56;7.53;11.21
2018-03-21 20:30:00;257.15;253.69;10.51;7.76;9.81;250.5;257.13;7.76;11.43
2018-03-21 21:00:00;254.03;250.77;10.45;7.75;9.94;247.64;253.83;8.0;11.69
2018-03-21 21:30:00;251.37;248.16;10.73;7.99;10.09;245.45;251.31;8.15;11.84
2018-03-21 22:00:00;248.85;245.7;11.04;8.24;9.83;243.35;248.86;8.31;12.01
2018-03-21 22:30:00;246.47;243.39;11.36;8.51;9.4;241.33;246.48;8.49;12.2
2018-03-21 23:00:00;244.22;241.23;11.71;8.79;9.62;239.39;244.18;8.67;12.42
2018-03-21 23:30:00;242.1;239.2;12.07;9.08;9.66;237.53;241.96;8.86;12.65
2018-03-22 00:00:00;240.11;237.3;12.44;9.38;10.63;235.76;239.82;9.07;12.9
2018-03-22 00:30:00;236.33;233.4;12.55;9.31;10.83;233.99;237.59;9.49;13.25
2018-03-22 01:00:00;232.63;229.45;12.71;9.28;10.17;232.37;235.48;9.92;13.63
2018-03-22 01:30:00;229.04;225.49;12.93;9.29;10.01;230.89;233.49;10.36;14.02
2018-03-22 02:00:00;225.58;221.56;13.19;9.35;9.99;229.53;231.61;10.8;14.43
2018-03-22 02:30:00;222.26;217.7;13.5;9.45;10.92;228.27;229.83;11.25;14.85
2018-03-22 03:00:00;219.11;213.94;13.85;9.59;12.44;227.12;228.16;11.71;15.29
2018-03-22 03:30:00;222.19;216.92;13.85;9.54;14.44;231.01;232.69;11.59;15.12
2018-03-22 04:00:00;225.26;219.92;13.89;9.51;13.3;234.97;237.29;11.53;15.05
2018-03-22 04:30:00;228.31;222.93;13.97;9.51;12.32;238.95;241.91;11.52;15.07
2018-03-22 05:00:00;231.32;225.94;14.09;9.54;11.91;242.92;246.48;11.57;15.2
2018-03-22 05:30:00;234.26;228.91;14.24;9.6;11.0;246.83;250.95;11.67;15.41
2018-03-22 06:00:00;237.14;231.85;14.44;9.67;11.39;250.66;255.28;11.83;15.72
2018-03-22 06:30:00;243.41;238.74;13.36;9.01;11.57;253.88;259.53;11.07;14.63
2018-03-22 07:00:00;250.67;246.6;12.48;8.49;13.01;257.55;264.44;10.35;13.62
2018-03-22 07:30:00;258.88;255.29;11.82;8.16;12.84;261.75;270.07;9.68;12.74
2018-03-22 08:00:00;267.84;264.5;11.43;8.02;12.54;266.54;276.49;9.08;11.99
2018-03-22 08:30:00;277.19;273.78;11.34;8.09;13.2;271.98;283.64;8.54;11.41
2018-03-22 09:00:00;286.45;282.67;11.55;8.37;12.17;278.09;291.43;8.09;11.03
2018-03-22 09:30:00;291.26;287.7;10.45;7.62;10.67;283.2;296.18;7.45;10.29
2018-03-22 10:00:00;297.13;293.78;9.45;6.94;9.1;289.2;301.63;6.89;9.63
2018-03-22 10:30:00;304.3;301.07;8.57;6.36;7.31;296.18;307.82;6.41;9.07
2018-03-22 11:00:00;312.94;309.66;7.85;5.9;6.18;304.14;314.72;6.05;8.63
2018-03-22 11:30:00;323.04;319.45;7.35;5.59;5.55;312.93;322.24;5.81;8.32
2018-03-22 12:00:00;334.22;330.04;7.1;5.46;5.35;322.22;330.19;5.72;8.17
2018-03-22 12:30:00;335.93;331.57;7.02;5.37;5.75;324.31;330.6;5.61;8.08
2018-03-22 13:00:00;337.68;333.15;6.94;5.29;6.17;326.48;331.03;5.51;7.98
2018-03-22 13:30:00;339.46;334.77;6.88;5.22;6.07;328.73;331.46;5.41;7.88
2018-03-22 14:00:00;341.27;336.45;6.82;5.14;5.36;331.06;331.9;5.32;7.79
2018-03-22 14:30:00;343.11;338.16;6.77;5.08;5.34;333.46;332.36;5.24;7.69
2018-03-22 15:00:00;344.98;339.93;6.72;5.01;5.9;335.93;332.83;5.17;7.59
2018-03-22 15:30:00;344.22;338.5;6.52;4.85;6.2;336.23;333.62;4.93;7.24
2018-03-22 16:00:00;343.42;336.98;6.33;4.69;5.8;336.56;334.49;4.68;6.89
2018-03-22 16:30:00;342.57;335.35;6.13;4.54;4.86;336.93;335.46;4.44;6.54
2018-03-22 17:00:00;341.66;333.61;5.93;4.39;4.76;337.34;336.53;4.19;6.19
2018-03-22 17:30:00;340.69;331.75;5.74;4.24;4.66;337.81;337.73;3.95;5.85
2018-03-22 18:00:00;339.65;329.75;5.55;4.1;4.26;338.33;339.08;3.7;5.51
2018-03-22 18:30:00;340.7;332.39;5.4;3.95;4.38;337.59;337.88;3.38;5.12
2018-03-22 19:00:00;341.8;335.22;5.25;3.81;3.86;336.7;336.47;3.06;4.73
2018-03-22 19:30:00;342.97;338.25;5.11;3.69;3.5;335.61;334.82;2.74;4.34
2018-03-22 20:00:00;344.21;341.5;4.96;3.57;3.55;334.22;332.84;2.43;3.96
2018-03-22 20:30:00;345.52;344.95;4.82;3.47;3.27;332.42;330.45;2.11;3.59
2018-03-22 21:00:00;346.91;348.6;4.68;3.37;3.43;329.99;327.51;1.8;3.22
2018-03-22 21:30:00;347.56;348.79;4.1;2.91;3.74;322.28;323.4;1.56;2.8
2018-03-22 22:00:00;348.41;349.05;3.52;2.45;3.54;312.06;317.87;1.36;2.4
2018-03-22 22:30:00;349.61;349.44;2.93;1.99;2.41;298.91;310.22;1.22;2.03
2018-03-22 23:00:00;351.4;350.06;2.35;1.53;1.52;283.31;299.43;1.15;1.71
2018-03-22 23:30:00;354.35;351.21;1.78;1.07;0.93;267.17;284.5;1.18;1.47
2018-03-23 00:00:00;0.1;354.1;1.21;0.61;0.72;252.78;265.76;1.29;1.37
2018-03-23 00:30:00;0.22;352.04;1.02;0.51;0.78;252.9;260.33;1.46;1.58
2018-03-23 01:00:00;0.39;349.03;0.83;0.42;0.76;252.99;256.21;1.63;1.8
2018-03-23 01:30:00;0.66;344.26;0.65;0.32;1.26;253.07;253.01;1.8;2.03
2018-03-23 02:00:00;1.15;335.69;0.46;0.23;1.7;253.14;250.47;1.97;2.27
2018-03-23 02:30:00;2.31;317.57;0.27;0.16;1.58;253.19;248.42;2.14;2.51
2018-03-23 03:00:00;8.41;277.96;0.09;0.11;1.23;253.24;246.72;2.31;2.75
2018-03-23 03:30:00;115.56;125.01;0.43;0.37;0.97;253.54;246.33;2.27;2.66
2018-03-23 04:00:00;121.01;121.48;0.88;0.84;0.92;253.85;245.92;2.22;2.57
2018-03-23 04:30:00;122.74;120.49;1.34;1.32;1.15;254.18;245.48;2.18;2.48
2018-03-23 05:00:00;123.59;120.03;1.8;1.79;1.67;254.52;245.01;2.13;2.39
2018-03-23 05:30:00;124.09;119.75;2.25;2.27;1.83;254.88;244.5;2.09;2.3
2018-03-23 06:00:00;124.43;119.58;2.71;2.74;1.93;255.25;243.95;2.04;2.21
2018-03-23 06:30:00;129.68;124.44;2.92;2.89;2.39;250.3;238.7;1.96;2.23
2018-03-23 07:00:00;134.2;128.78;3.16;3.07;2.42;244.93;233.59;1.88;2.27
2018-03-23 07:30:00;138.07;132.64;3.41;3.26;2.32;239.19;228.7;1.83;2.33
2018-03-23 08:00:00;141.4;136.06;3.67;3.46;2.59;233.18;224.08;1.8;2.41
2018-03-23 08:30:00;144.27;139.09;3.95;3.67;2.73;227.0;219.77;1.78;2.5
2018-03-23 09:00:00;146.77;141.78;4.23;3.89;2.83;220.8;215.77;1.79;2.6
2018-03-23 09:30:00;148.25;143.04;4.3;3.91;3.31;210.0;207.55;1.88;2.82
2018-03-23 10:00:00;149.69;144.27;4.37;3.94;3.1;200.44;200.64;2.02;3.09
2018-03-23 10:30:00;151.08;145.5;4.45;3.96;3.27;192.35;194.91;2.21;3.39
2018-03-23 11:00:00;152.42;146.71;4.52;3.98;3.64;185.67;190.17;2.44;3.73
2018-03-23 11:30:00;153.71;147.9;4.6;4.01;4.06;180.2;186.22;2.7;4.08
2018-03-23 12:00:00;154.96;149.08;4.69;4.04;4.38;175.71;182.93;2.98;4.45
2018-03-23 12:30:00;155.26;147.05;4.68;4.04;4.36;170.69;178.93;3.16;4.64
2018-03-23 13:00:00;155.56;145.02;4.67;4.04;4.17;166.24;175.25;3.36;4.85
2018-03-23 13:30:00;155.86;143.0;4.66;4.04;4.13;162.31;171.88;3.58;5.07
2018-03-23 14:00:00;156.17;140.98;4.65;4.06;4.14;158.85;168.81;3.81;5.31
2018-03-23 14:30:00;156.47;138.98;4.65;4.07;4.34;155.8;166.01;4.06;5.57
2018-03-23 15:00:00;156.78;137.0;4.64;4.1;4.52;153.1;163.47;4.32;5.83
2018-03-23 15:30:00;155.23;136.23;4.88;4.24;4.61;152.33;162.56;4.46;6.02
2018-03-23 16:00:00;153.82;135.52;5.13;4.39;4.72;151.61;161.71;4.61;6.2
2018-03-23 16:30:00;152.55;134.85;5.38;4.54;5.25;150.94;160.91;4.76;6.39
2018-03-23 17:00:00;151.39;134.22;5.63;4.69;6.21;150.31;160.15;4.91;6.58
2018-03-23 17:30:00;150.33;133.63;5.88;4.84;6.84;149.71;159.44;5.07;6.77
2018-03-23 18:00:00;149.36;133.07;6.14;4.99;6.56;149.15;158.76;5.22;6.96
2018-03-23 18:30:00;152.24;137.2;6.3;5.03;6.69;148.96;157.69;5.22;6.98
2018-03-23 19:00:00;154.97;141.23;6.47;5.1;6.54;148.77;156.61;5.22;6.99
2018-03-23 19:30:00;157.55;145.13;6.66;5.2;6.84;148.58;155.55;5.22;7.01
2018-03-23 20:00:00;159.98;148.87;6.86;5.31;6.94;148.39;154.49;5.23;7.03
2018-03-23 20:30:00;162.28;152.44;7.08;5.45;6.78;148.2;153.43;5.23;7.05
2018-03-23 21:00:00;164.43;155.82;7.3;5.61;6.66;148.01;152.38;5.23;7.07
2018-03-23 21:30:00;164.54;156.05;7.38;5.63;6.75;149.78;154.21;5.22;7.08
2018-03-23 22:00:00;164.64;156.27;7.46;5.66;6.73;151.56;156.03;5.22;7.1
2018-03-23 22:30:00;164.75;156.49;7.54;5.68;6.56;153.33;157.84;5.23;7.12
2018-03-23 23:00:00;164.85;156.71;7.62;5.7;6.31;155.09;159.64;5.24;7.15
2018-03-23 23:30:00;164.95;156.92;7.7;5.72;6.21;156.85;161.42;5.25;7.19
2018-03-24 00:00:00;165.05;157.14;7.78;5.75;6.02;158.6;163.18;5.27;7.23
2018-03-24 00:30:00;164.85;156.98;7.76;5.75;5.94;159.61;164.58;5.21;7.14
2018-03-24 01:00:00;164.64;156.82;7.74;5.75;6.11;160.64;166.02;5.15;7.06
2018-03-24 01:30:00;164.44;156.66;7.72;5.75;6.24;161.69;167.5;5.09;6.99
2018-03-24 02:00:00;164.24;156.51;7.7;5.76;6.49;162.77;169.0;5.04;6.91
2018-03-24 02:30:00;164.03;156.35;7.68;5.76;6.46;163.87;170.54;4.98;6.85
2018-03-24 03:00:00;163.82;156.19;7.66;5.76;6.47;164.99;172.1;4.93;6.78
